user_id,product_id,product_name,category
user_32,P6344,Morphy Richards OTG,Home Appliances
user_33,P3085,Crompton Desert Cooler,Home Appliances
user_33,P7211,Pepe Jeans Top,Fashion
user_33,P5930,Van Heusen Trousers,Fashion
user_33,P1006,Minimalist Serum,Beauty Products
user_33,P4443,Havells Geyser,Home Appliances
user_33,P6279,MCaffeine Coffee Scrub,Beauty Products
user_34,P4501,Himalaya Face Pack,Beauty Products
user_34,P3780,Haldiram's Snacks,Grocery
user_34,P9445,Mi Powerbank,Electronics
user_34,P2530,Saffola Oats,Grocery
user_34,P4680,Gucci Belt,Fashion
user_34,P1400,Woodland Boots,Fashion
user_35,P2193,Reebok Running Shoes,Fashion
user_35,P4185,Nykaa Matte Lipstick,Beauty Products
user_35,P7547,Pond's Moisturizer,Beauty Products
user_36,P2746,Levi's Jeans,Fashion
user_36,P3881,The Body Shop Body Butter,Beauty Products
user_36,P1822,Organic India Tulsi Tea,Grocery
user_36,P2988,Britannia Bread,Grocery
user_37,P9702,Tommy Hilfiger Watch,Fashion
user_37,P6198,Everest Masala,Grocery
user_37,P9270,Colorbar Nail Polish,Beauty Products
user_37,P8305,Minimalist Serum,Beauty Products
user_37,P8373,Reebok Running Shoes,Fashion
user_37,P5543,Orient Ceiling Fan,Home Appliances
user_38,P5499,The Body Shop Body Butter,Beauty Products
user_38,P5681,Mamaearth Face Wash,Beauty Products
user_38,P6502,RayBan Sunglasses,Fashion
user_38,P2320,Crompton Desert Cooler,Home Appliances
user_38,P4788,Woodland Boots,Fashion
user_38,P4505,Dove Body Lotion,Beauty Products
user_38,P7678,iPad Air,Electronics
user_39,P7812,Organic India Tulsi Tea,Grocery
user_39,P7883,Apple Airpods Pro,Electronics
user_39,P1320,MCaffeine Coffee Scrub,Beauty Products
user_39,P8814,Maggi Noodles,Grocery
user_39,P5892,Canon DSLR Camera,Electronics
user_40,P9947,Minimalist Serum,Beauty Products
user_40,P8999,Britannia Bread,Grocery
user_40,P8140,RayBan Sunglasses,Fashion
user_40,P7371,Lakme Lipstick,Beauty Products
user_40,P3704,Prestige Induction Cooktop,Home Appliances
user_40,P9751,Dove Body Lotion,Beauty Products
user_41,P1444,MCaffeine Coffee Scrub,Beauty Products
user_41,P3223,iPad Air,Electronics
user_41,P1823,Nivea Deodorant,Beauty Products
user_42,P4467,Plum Night Cream,Beauty Products
user_42,P6529,Plum Night Cream,Beauty Products
user_42,P7906,Neutrogena Sunscreen,Beauty Products
user_42,P8705,Whirlpool Microwave,Home Appliances
user_42,P1853,GoPro Hero10,Electronics
user_43,P1659,Adidas Hoodie,Fashion
user_43,P4266,Samsung Smartwatch,Electronics
user_43,P3496,Realme Buds Air,Electronics
user_43,P8758,Woodland Boots,Fashion
user_43,P4571,Amazon Echo Dot,Electronics
user_44,P3749,Kent Water Purifier,Home Appliances
user_44,P2876,Everest Masala,Grocery
user_44,P2771,Gucci Belt,Fashion
user_44,P6111,Aashirvaad Atta,Grocery
user_44,P7498,Maggi Noodles,Grocery
user_44,P4978,Adidas Hoodie,Fashion
user_45,P2983,Pigeon Rice Cooker,Home Appliances
user_45,P6688,Fortune Sunflower Oil,Grocery
user_45,P7071,Tropicana Juice,Grocery
user_46,P1207,Saffola Oats,Grocery
user_46,P2729,Pond's Moisturizer,Beauty Products
user_46,P8532,Sugar Eyeliner,Beauty Products
user_47,P9548,Nivea Deodorant,Beauty Products
user_47,P9817,Pigeon Rice Cooker,Home Appliances
user_47,P8136,Himalaya Face Pack,Beauty Products
user_47,P6280,Parle-G Biscuits,Grocery
user_48,P8385,Dell Inspiron Laptop,Electronics
user_48,P7209,Tommy Hilfiger Watch,Fashion
user_48,P9098,LG Washing Machine,Home Appliances
user_48,P8988,IFB Dishwasher,Home Appliances
user_49,P6576,Voltas AC,Home Appliances
user_49,P5526,Pigeon Rice Cooker,Home Appliances
user_49,P9464,Aashirvaad Atta,Grocery
user_49,P4954,Adidas Hoodie,Fashion
user_50,P4937,Minimalist Serum,Beauty Products
user_50,P8342,Pond's Moisturizer,Beauty Products
user_50,P5820,Redmi Note 12,Electronics
user_50,P4986,Biba Kurti,Fashion
user_50,P7046,Eureka Forbes Vacuum,Home Appliances
user_50,P9698,Minimalist Serum,Beauty Products
user_51,P6419,Minimalist Serum,Beauty Products
user_51,P5438,Usha Pedestal Fan,Home Appliances
user_51,P4777,Voltas AC,Home Appliances
user_51,P6169,Apple Airpods Pro,Electronics
user_51,P4033,GoPro Hero10,Electronics
user_52,P5530,Reebok Running Shoes,Fashion
user_52,P5636,Sunfeast Pasta,Grocery
user_52,P5853,Apple Airpods Pro,Electronics
user_52,P3939,HRX Tracksuit,Fashion
user_53,P3073,GoPro Hero10,Electronics
user_53,P1893,Samsung Refrigerator,Home Appliances
user_53,P3068,MTR Ready to Eat,Grocery
user_53,P1200,L'Oreal Shampoo,Beauty Products
user_53,P8690,MTR Ready to Eat,Grocery
user_54,P4020,Plum Night Cream,Beauty Products
user_54,P8827,Dell Inspiron Laptop,Electronics
user_54,P7565,Redmi Note 12,Electronics
user_54,P1878,Mamaearth Face Wash,Beauty Products
user_54,P5978,Woodland Boots,Fashion
user_54,P2940,Samsung Smartwatch,Electronics
user_55,P4697,Colorbar Nail Polish,Beauty Products
user_55,P8381,Maggi Noodles,Grocery
user_55,P8025,Garnier Hair Color,Beauty Products
user_55,P1986,Eureka Forbes Vacuum,Home Appliances
user_55,P4404,Nestle Everyday Milk Powder,Grocery
user_55,P2330,RayBan Sunglasses,Fashion
user_55,P3847,Forever 21 Skirt,Fashion
user_56,P1043,JBL Bluetooth Speaker,Electronics
user_56,P8699,Himalaya Face Pack,Beauty Products
user_56,P4792,Samsung Refrigerator,Home Appliances
user_56,P8438,Havells Geyser,Home Appliances
user_56,P5334,Samsung Smartwatch,Electronics
user_56,P7965,Amul Butter,Grocery
user_56,P4683,GoPro Hero10,Electronics
user_57,P2169,Philips Air Fryer,Home Appliances
user_57,P6039,JBL Bluetooth Speaker,Electronics
user_57,P5728,Mother Dairy Paneer,Grocery
user_57,P8679,L'Oreal Shampoo,Beauty Products
user_58,P9199,Neutrogena Sunscreen,Beauty Products
user_58,P8172,Haldiram's Snacks,Grocery
user_58,P1653,Realme Buds Air,Electronics
user_58,P5102,Plum Night Cream,Beauty Products
user_58,P4750,Redmi Note 12,Electronics
user_59,P5415,Aashirvaad Atta,Grocery
user_59,P3870,Fortune Sunflower Oil,Grocery
user_59,P8245,Tresemme Conditioner,Beauty Products
user_59,P8141,IFB Dishwasher,Home Appliances
user_59,P8700,Mamaearth Face Wash,Beauty Products
user_59,P6460,Morphy Richards OTG,Home Appliances
user_59,P3634,Dyson Vacuum Cleaner,Home Appliances
user_60,P5722,Pond's Moisturizer,Beauty Products
user_60,P1601,Minimalist Serum,Beauty Products
user_60,P6153,Mamaearth Face Wash,Beauty Products
user_60,P2899,Bosch Mixer Grinder,Home Appliances
user_60,P1018,Tresemme Conditioner,Beauty Products
user_61,P1888,Nykaa Matte Lipstick,Beauty Products
user_61,P6927,Allen Solly Formal Shirt,Fashion
user_61,P8242,Haldiram's Snacks,Grocery
user_61,P5375,Apple Airpods Pro,Electronics
user_61,P5719,Tata Tea Premium,Grocery
user_61,P2989,Pond's Moisturizer,Beauty Products
user_61,P4920,Realme Buds Air,Electronics
user_62,P1224,Crompton Desert Cooler,Home Appliances
user_62,P2527,Tropicana Juice,Grocery
user_62,P8560,Puma Sports Shoes,Fashion
user_62,P9165,Sony WH-1000XM4,Electronics
user_63,P7807,Parle-G Biscuits,Grocery
user_63,P4993,Pond's Moisturizer,Beauty Products
user_63,P3369,Minimalist Serum,Beauty Products
user_63,P9327,Biotique Face Cream,Beauty Products
user_63,P5526,Adidas Hoodie,Fashion
user_64,P5377,Godrej Air Conditioner,Home Appliances
user_64,P5891,Mi Powerbank,Electronics
user_64,P9022,Mother Dairy Paneer,Grocery
user_64,P9824,Tommy Hilfiger Watch,Fashion
user_64,P6446,Sugar Eyeliner,Beauty Products
user_64,P7180,Patanjali Honey,Grocery
user_65,P4912,Bajaj Room Heater,Home Appliances
user_65,P4826,Maggi Noodles,Grocery
user_65,P6213,Maybelline Foundation,Beauty Products
user_65,P7325,WOW Skin Science Shampoo,Beauty Products
user_65,P1606,Reebok Running Shoes,Fashion
user_65,P6439,Allen Solly Formal Shirt,Fashion
user_66,P9617,L'Oreal Shampoo,Beauty Products
user_66,P3361,Lakme Lipstick,Beauty Products
user_66,P2225,Dove Body Lotion,Beauty Products
user_67,P7512,Bosch Mixer Grinder,Home Appliances
user_67,P9742,HP Wireless Mouse,Electronics
user_67,P8994,Plum Night Cream,Beauty Products
user_67,P2121,Fortune Sunflower Oil,Grocery
user_67,P4727,Gucci Belt,Fashion
user_67,P2612,iPad Air,Electronics
user_68,P5906,Nivea Deodorant,Beauty Products
user_68,P6314,Samsung Galaxy S23,Electronics
user_68,P6873,Mi Powerbank,Electronics
user_69,P5000,Dove Body Lotion,Beauty Products
user_69,P3950,Tropicana Juice,Grocery
user_69,P2293,H&M Casual Shirt,Fashion
user_69,P4945,Maggi Noodles,Grocery
user_69,P3344,MCaffeine Coffee Scrub,Beauty Products
user_70,P8529,Neutrogena Sunscreen,Beauty Products
user_70,P8622,LG Washing Machine,Home Appliances
user_70,P3588,Crompton Desert Cooler,Home Appliances
user_70,P6661,Kindle Paperwhite,Electronics
user_71,P5097,Morphy Richards OTG,Home Appliances
user_71,P4263,Garnier Hair Color,Beauty Products
user_71,P2747,Pond's Moisturizer,Beauty Products
user_71,P6881,Biba Kurti,Fashion
user_71,P5837,MTR Ready to Eat,Grocery
user_71,P5497,Boat Rockerz Headphones,Electronics
user_71,P1803,Amazon Echo Dot,Electronics
user_72,P4770,Garnier Hair Color,Beauty Products
user_72,P4588,Catch Spices,Grocery
user_72,P5106,Van Heusen Trousers,Fashion
user_72,P1645,Puma Sports Shoes,Fashion
user_72,P1546,Usha Pedestal Fan,Home Appliances
user_72,P3153,Catch Spices,Grocery
user_72,P6352,Mi Powerbank,Electronics
user_73,P3165,Zara Denim Jacket,Fashion
user_73,P9697,Catch Spices,Grocery
user_73,P3695,Parle-G Biscuits,Grocery
user_73,P5835,Blue Star Deep Freezer,Home Appliances
user_73,P8673,Dyson Vacuum Cleaner,Home Appliances
user_73,P4696,Sony WH-1000XM4,Electronics
user_74,P2479,Catch Spices,Grocery
user_74,P5332,Lakme Lipstick,Beauty Products
user_74,P8451,Nestle Everyday Milk Powder,Grocery
user_74,P7242,Voltas AC,Home Appliances
user_74,P4830,Dyson Vacuum Cleaner,Home Appliances
user_74,P6374,Lakme Lipstick,Beauty Products
user_75,P8606,Adidas Hoodie,Fashion
user_75,P2911,Morphy Richards OTG,Home Appliances
user_75,P1609,Nike Air Max,Fashion
user_75,P2902,Blue Star Deep Freezer,Home Appliances
user_75,P9807,Samsung Smartwatch,Electronics
user_75,P8432,Biba Kurti,Fashion
user_75,P7866,Crompton Desert Cooler,Home Appliances
user_76,P2622,Pepe Jeans Top,Fashion
user_76,P7686,Colorbar Nail Polish,Beauty Products
user_76,P7070,Samsung Refrigerator,Home Appliances
user_76,P8285,Tommy Hilfiger Watch,Fashion
user_76,P2627,HRX Tracksuit,Fashion
user_76,P6876,Crompton Desert Cooler,Home Appliances
user_76,P5520,Boat Rockerz Headphones,Electronics
user_77,P2501,Kindle Paperwhite,Electronics
user_77,P1349,Van Heusen Trousers,Fashion
user_77,P4990,HP Wireless Mouse,Electronics
user_77,P4362,Roadster Leather Jacket,Fashion
user_78,P4538,Amul Butter,Grocery
user_78,P3417,UCB Polo T-Shirt,Fashion
user_78,P5542,Aashirvaad Atta,Grocery
user_79,P5106,Louis Philippe Blazer,Fashion
user_79,P1422,Puma Sports Shoes,Fashion
user_79,P6869,Levi's Jeans,Fashion
user_79,P6304,Roadster Leather Jacket,Fashion
user_80,P1858,RayBan Sunglasses,Fashion
user_80,P9619,Pepe Jeans Top,Fashion
user_80,P8802,Redmi Note 12,Electronics
user_81,P2786,Godrej Air Conditioner,Home Appliances
user_81,P4629,Tresemme Conditioner,Beauty Products
user_81,P9543,Fortune Sunflower Oil,Grocery
user_81,P1510,Usha Pedestal Fan,Home Appliances
user_81,P7580,Samsung 4K TV,Electronics
user_81,P9032,L'Oreal Shampoo,Beauty Products
user_82,P6277,Redmi Note 12,Electronics
user_82,P2076,Tata Tea Premium,Grocery
user_82,P9984,RayBan Sunglasses,Fashion
user_82,P9692,Prestige Induction Cooktop,Home Appliances
user_82,P9282,Usha Pedestal Fan,Home Appliances
user_82,P2624,Tropicana Juice,Grocery
user_83,P8046,Amul Butter,Grocery
user_83,P7779,The Body Shop Body Butter,Beauty Products
user_83,P7532,Usha Pedestal Fan,Home Appliances
user_84,P7992,HP Wireless Mouse,Electronics
user_84,P7132,Voltas AC,Home Appliances
user_84,P2099,Reebok Running Shoes,Fashion
user_84,P2527,Redmi Note 12,Electronics
user_84,P7105,L'Oreal Shampoo,Beauty Products
user_84,P1982,Louis Philippe Blazer,Fashion
user_85,P6400,Patanjali Honey,Grocery
user_85,P6793,iPad Air,Electronics
user_85,P5712,Maybelline Foundation,Beauty Products
user_85,P6761,MTR Ready to Eat,Grocery
user_85,P9313,Amazon Echo Dot,Electronics
user_85,P8900,Woodland Boots,Fashion
user_85,P6736,Puma Sports Shoes,Fashion
user_86,P5564,Dyson Vacuum Cleaner,Home Appliances
user_86,P8030,Britannia Bread,Grocery
user_86,P1430,Everest Masala,Grocery
user_86,P1474,Parle-G Biscuits,Grocery
user_86,P6062,RayBan Sunglasses,Fashion
user_86,P1100,Kent Water Purifier,Home Appliances
user_86,P7566,Woodland Boots,Fashion
user_87,P2503,Levi's Jeans,Fashion
user_87,P7163,Amul Butter,Grocery
user_87,P6585,Himalaya Face Pack,Beauty Products
user_88,P6314,Havells Geyser,Home Appliances
user_88,P2391,Everest Masala,Grocery
user_88,P3579,Sony WH-1000XM4,Electronics
user_88,P2336,Fortune Sunflower Oil,Grocery
user_89,P8957,Nykaa Matte Lipstick,Beauty Products
user_89,P7785,Organic India Tulsi Tea,Grocery
user_89,P9394,Bajaj Room Heater,Home Appliances
user_89,P8043,Canon DSLR Camera,Electronics
user_89,P8972,Mi Powerbank,Electronics
user_90,P4612,Samsung Refrigerator,Home Appliances
user_90,P1897,Colorbar Nail Polish,Beauty Products
user_90,P5938,Apple Airpods Pro,Electronics
user_90,P5186,Woodland Boots,Fashion
user_90,P2965,Bosch Mixer Grinder,Home Appliances
user_90,P8055,Samsung 4K TV,Electronics
user_90,P7229,Woodland Boots,Fashion
user_91,P6802,Allen Solly Formal Shirt,Fashion
user_91,P1693,Boat Rockerz Headphones,Electronics
user_91,P8532,Lakme Lipstick,Beauty Products
user_91,P8033,HP Wireless Mouse,Electronics
user_91,P7843,Maggi Noodles,Grocery
user_91,P7636,Dyson Vacuum Cleaner,Home Appliances
user_91,P3815,HP Wireless Mouse,Electronics
user_92,P2443,Sugar Eyeliner,Beauty Products
user_92,P4986,L'Oreal Shampoo,Beauty Products
user_92,P7560,MCaffeine Coffee Scrub,Beauty Products
user_92,P7484,Daawat Basmati Rice,Grocery
user_92,P4630,Bosch Mixer Grinder,Home Appliances
user_92,P2251,IFB Dishwasher,Home Appliances
user_92,P9693,Nestle Everyday Milk Powder,Grocery
user_93,P6752,HRX Tracksuit,Fashion
user_93,P2684,Forever 21 Skirt,Fashion
user_93,P4232,RayBan Sunglasses,Fashion
user_93,P3504,Van Heusen Trousers,Fashion
user_93,P9095,JBL Bluetooth Speaker,Electronics
user_93,P8354,MCaffeine Coffee Scrub,Beauty Products
user_93,P6295,Everest Masala,Grocery
user_94,P2118,Tommy Hilfiger Watch,Fashion
user_94,P5961,Himalaya Face Pack,Beauty Products
user_94,P1920,Eureka Forbes Vacuum,Home Appliances
user_94,P2215,Godrej Air Conditioner,Home Appliances
user_94,P8404,Usha Pedestal Fan,Home Appliances
user_95,P5703,Canon DSLR Camera,Electronics
user_95,P9307,Redmi Note 12,Electronics
user_95,P1672,Himalaya Face Pack,Beauty Products
user_96,P6267,Amul Butter,Grocery
user_96,P9214,Haldiram's Snacks,Grocery
user_96,P8381,Nike Air Max,Fashion
user_96,P2381,HP Wireless Mouse,Electronics
user_96,P1641,Kellogg's Cornflakes,Grocery
user_96,P8199,Tommy Hilfiger Watch,Fashion
user_97,P3600,Everest Masala,Grocery
user_97,P5634,Kent Water Purifier,Home Appliances
user_97,P6543,Nykaa Matte Lipstick,Beauty Products
user_97,P6482,Fortune Sunflower Oil,Grocery
user_97,P2548,HP Wireless Mouse,Electronics
user_97,P5655,Maggi Noodles,Grocery
user_97,P3463,Pigeon Rice Cooker,Home Appliances
user_98,P3317,Amazon Echo Dot,Electronics
user_98,P7421,Havells Geyser,Home Appliances
user_98,P2388,Van Heusen Trousers,Fashion
user_98,P7171,Crompton Desert Cooler,Home Appliances
user_98,P9624,Philips Air Fryer,Home Appliances
user_99,P6928,Tresemme Conditioner,Beauty Products
user_99,P6060,Canon DSLR Camera,Electronics
user_99,P6598,Zara Denim Jacket,Fashion
user_100,P3253,Forever 21 Skirt,Fashion
user_100,P5846,Adidas Hoodie,Fashion
user_100,P9843,Sony PlayStation 5,Electronics
user_100,P6517,Fortune Sunflower Oil,Grocery
user_100,P7172,Tata Tea Premium,Grocery
user_100,P3962,H&M Casual Shirt,Fashion
user_101,P1715,Tommy Hilfiger Watch,Fashion
user_101,P4891,Sugar Eyeliner,Beauty Products
user_101,P5668,Colorbar Nail Polish,Beauty Products
user_101,P9749,The Body Shop Body Butter,Beauty Products
user_101,P8684,Gucci Belt,Fashion
user_101,P8218,HRX Tracksuit,Fashion
user_101,P7256,Garnier Hair Color,Beauty Products
user_102,P3655,Tropicana Juice,Grocery
user_102,P3267,Van Heusen Trousers,Fashion
user_102,P8873,Samsung Refrigerator,Home Appliances
user_102,P2680,Crompton Desert Cooler,Home Appliances
user_102,P5670,Nestle Everyday Milk Powder,Grocery
user_102,P5469,JBL Bluetooth Speaker,Electronics
user_102,P3414,Tresemme Conditioner,Beauty Products
user_103,P8391,Samsung Smartwatch,Electronics
user_103,P7797,LG Washing Machine,Home Appliances
user_103,P9224,Boat Rockerz Headphones,Electronics
user_103,P7326,Orient Ceiling Fan,Home Appliances
user_103,P4678,Canon DSLR Camera,Electronics
user_103,P2623,HP Wireless Mouse,Electronics
user_104,P1627,Woodland Boots,Fashion
user_104,P3273,Blue Star Deep Freezer,Home Appliances
user_104,P1086,Himalaya Face Pack,Beauty Products
user_104,P5193,iPhone 15,Electronics
user_104,P9991,Woodland Boots,Fashion
user_105,P2821,Tropicana Juice,Grocery
user_105,P5934,Orient Ceiling Fan,Home Appliances
user_105,P4906,Samsung Galaxy S23,Electronics
user_105,P8489,Colorbar Nail Polish,Beauty Products
user_105,P9189,OnePlus 11,Electronics
user_105,P1269,Patanjali Honey,Grocery
user_105,P4963,Mother Dairy Paneer,Grocery
user_106,P1025,Morphy Richards OTG,Home Appliances
user_106,P4941,Catch Spices,Grocery
user_106,P4068,Tropicana Juice,Grocery
user_106,P6908,Sony PlayStation 5,Electronics
user_107,P9312,Patanjali Honey,Grocery
user_107,P1333,Patanjali Honey,Grocery
user_107,P1713,Pond's Moisturizer,Beauty Products
user_108,P1266,Voltas AC,Home Appliances
user_108,P6649,Whirlpool Microwave,Home Appliances
user_108,P6447,Puma Sports Shoes,Fashion
user_108,P6772,Nike Air Max,Fashion
user_108,P3868,Saffola Oats,Grocery
user_108,P3986,Pond's Moisturizer,Beauty Products
user_109,P1605,Kindle Paperwhite,Electronics
user_109,P1717,Bajaj Room Heater,Home Appliances
user_109,P6170,Nike Air Max,Fashion
user_109,P7524,Godrej Air Conditioner,Home Appliances
user_110,P1599,Neutrogena Sunscreen,Beauty Products
user_110,P6848,Gucci Belt,Fashion
user_110,P5476,HP Wireless Mouse,Electronics
user_110,P8159,Canon DSLR Camera,Electronics
user_110,P7334,Himalaya Face Pack,Beauty Products
user_110,P9129,IFB Dishwasher,Home Appliances
user_110,P9507,Sugar Eyeliner,Beauty Products
user_111,P2293,iPad Air,Electronics
user_111,P3956,Colorbar Nail Polish,Beauty Products
user_111,P6262,MTR Ready to Eat,Grocery
user_111,P6372,Redmi Note 12,Electronics
user_111,P8305,Havells Geyser,Home Appliances
user_112,P8272,Nivea Deodorant,Beauty Products
user_112,P1693,Usha Pedestal Fan,Home Appliances
user_112,P8126,Pigeon Rice Cooker,Home Appliances
user_112,P2229,Samsung Refrigerator,Home Appliances
user_112,P9406,Sugar Eyeliner,Beauty Products
user_112,P3339,Levi's Jeans,Fashion
user_112,P1570,Organic India Tulsi Tea,Grocery
user_113,P7001,Samsung Smartwatch,Electronics
user_113,P1530,Prestige Induction Cooktop,Home Appliances
user_113,P8371,Tata Tea Premium,Grocery
user_113,P8273,Kent Water Purifier,Home Appliances
user_114,P9674,Tata Tea Premium,Grocery
user_114,P6150,Prestige Induction Cooktop,Home Appliances
user_114,P2858,Orient Ceiling Fan,Home Appliances
